Title	Location	Company	Review	Summary
            Senior Data Scientist (m/w/d) - Mobility	Köln	        KI performance GmbH		            Zum Ausbau unseres Teams Data Science an den Standort Stuttgart suchen wir zum nächstmöglichen Zeitpunkt einen Senior Data Scientist (m/w/d) - Mobility....
            Senior Data Scientist (w/m/d)	Köln	        EnBW Energie Baden-Württemberg AG		            Senior Data Scientist (w/m/d). Dann kommen Sie zu ins ‚EnBW Data Lab‘. Arbeiten mit neusten Technologien und Konzepten im Bereich Big Data Analytics. Gemeinsam bringen wir die wichtigen Dinge voran:....
            (Senior) Data Scientist (m/w)	Köln	        X-INTEGRATE		            Mehrjährige praktische Erfahrung als Data Scientist. Als (Senior) Data Scientist (m/w) suchen und finden Sie „verborgene Schätze“ in den Daten unserer Kunden....
            Senior Data Scientist (all genders)	Köln	        Publicis.Sapient		            Senior Data Scientist (all genders). Core areas of focus for our Data Scientist group includes applications in customer segmentations, behaviour analysis, developing recommender systems, fraud...
            Trainee Big Data & Analytics (m/w/d)	Köln	        adesso AG		            Gehen Sie mit uns den nächsten Karriereschritt im Rahmen einer unbefristeten Einstellung als Big Data Engineer / Data Scientist oder – falls Sie ein Master-Studium anschließen möchten – im Rahmen...
            SENIOR DATA SCIENTIST - MACHINE LEARNING (M/F/X)	Bonn	        Deutsche Post		            SENIOR DATA SCIENTIST (M/F) - MACHINE LEARNING. Experience with the following Big Data technologies is a plus:. You will conduct data analyses, develop machine learning models, implement prototypes...
Data Scientist (m/w/d)	Köln	        PS Direkt GmbH & Co. KG		Data Scientist (m/w/d). Für ein Handelsunternehmen in Köln suchen wir einen Data Scientist (m/w/d) für das Omnichannel Marketing in Vollzeit. Die Stelle passt zu Ihnen, wenn Sie Erfahrung als Data...
            (Senior) Data Scientist Risk Analytics (m/w)		        mayato GmbH		            (Senior) Data Scientist Risk Analytics (m/w). Sie haben ein tiefes Know-how in Data Science Bereichen wie Big Data, Machine Learning, neuronale Netze, Predictive Analytics, Textanalyse,...
            (Senior) Data Scientist Advanced Analytics (m/w/d) - Neckars...		        LIDL Stiftung & Co. KG		            Du bearbeitest Projekte in interdisziplinären, agilen Teams aus Data Scientists, Data Engineers, Software-Entwicklern und Visualisierungsexperten und präsentierst in regelmäßigen Abständen neue...
            Senior Data Scientist (w/m/d) – Köln		        EnBW Energie Baden-Württemberg AG		            Senior Data Scientist(w/m/d). Dann kommen Sie zu ins „EnBW Data Lab“. Arbeiten mit neusten Technologien und Konzepten im Bereich Big Data Analytics....
Data Scientist (m/w/d)		        Control€xpert GmbH		Data Scientist (m/w/d). Als Data Scientist entwickelst du Datenmodelle mit modernsten Machine Learning Technologien und...
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists....
            Consultant Data Science (m/w)		        mayato GmbH		            2-4 Jahre Berufserfahrung als Data Scientist / Analyst. Consultant Data Science (m/w)....
Data Scientist mit Schwerpunkt Interaktive Analysen	Sankt Augustin	        Fraunhofer-Institut für Intelligente Analyse- und...		            Im Geschäftsfeld Big Data Analytics forschen Sie an hochaktuellen Herausforderungen in den Themen künstliche Intelligenz...
            Trainee Consultant (m/w) Data Scientist	Köln	        adesso AG		            Trainee Consultant (m/w) Data Scientist. Gehen Sie mit uns den nächsten Karriereschritt im Rahmen einer unbefristeten...
            Senior Data Scientist (m/w/d)	Köln	        KI performance GmbH		            Zum Ausbau unseres Teams Data Science an den Standorten Köln, Stuttgart oder Berlin suchen wir zum nächstmöglichen...
            Senior Data Scientist (m/w/d) - Mobility	Köln	        KI performance GmbH		            Zum Ausbau unseres Teams Data Science an den Standort Stuttgart suchen wir zum nächstmöglichen Zeitpunkt einen Senior...
            Senior Data Scientist (w/m/d)	Köln	        EnBW Energie Baden-Württemberg AG		            Senior Data Scientist (w/m/d). Dann kommen Sie zu ins ‚EnBW Data Lab‘....
            (Senior) Data Scientist (m/w)	Köln	        X-INTEGRATE		            Mehrjährige praktische Erfahrung als Data Scientist. Als (Senior) Data Scientist (m/w) suchen und finden Sie „verborgene...
            Senior Data Scientist (all genders)	Köln	        Publicis.Sapient		            Senior Data Scientist (all genders). Core areas of focus for our Data Scientist group includes applications in customer...
            Trainee Big Data & Analytics (m/w/d)	Köln	        adesso AG		            Gehen Sie mit uns den nächsten Karriereschritt im Rahmen einer unbefristeten Einstellung als Big Data Engineer / Data...
            SENIOR DATA SCIENTIST - MACHINE LEARNING (M/F/X)	Bonn	        Deutsche Post		            SENIOR DATA SCIENTIST (M/F) - MACHINE LEARNING. Experience with the following Big Data technologies is a plus:....
Data Scientist (m/w/d)	Köln	        PS Direkt GmbH & Co. KG		Data Scientist (m/w/d). Für ein Handelsunternehmen in Köln suchen wir einen Data Scientist (m/w/d) für das Omnichannel...
            (Senior) Data Scientist Risk Analytics (m/w)		        mayato GmbH		            (Senior) Data Scientist Risk Analytics (m/w). Sie haben ein tiefes Know-how in Data Science Bereichen wie Big Data,...
            (Senior) Data Scientist Advanced Analytics (m/w/d) - Neckars...		        LIDL Stiftung & Co. KG		            Du bearbeitest Projekte in interdisziplinären, agilen Teams aus Data Scientists, Data Engineers, Software-Entwicklern...
            Senior Data Scientist (w/m/d) – Köln		        EnBW Energie Baden-Württemberg AG		            Senior Data Scientist(w/m/d). Dann kommen Sie zu ins „EnBW Data Lab“. Arbeiten mit neusten Technologien und Konzepten im...
Data Scientist (m/w/d)		        etventure GmbH		            Mindestens 3 Jahre Berufserfahrung im Bereich Data Science, Advanced Data Analytics, Machine Learning oder Business Intelligence....
            Junior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Schlussendlich arbeiten Sie zusammen mit dem Senior Data Scientist an interessanten Projekten – mit moderner Technologie und AI machen Sie unsere Medizintechnik...
            Senior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Mindestens zwei Jahre Berufserfahrung in einer anspruchsvollen Data Science Rolle, idealerweise im Kontext von Medizintechnik oder Health Care....
            Senior Data Scientist (f/m/d) full-time		        HeyJobs GmbH		            As a part of our fast growing team, we’re looking for an experienced Senior Data Scientist (f/m/d) who can contribute, take ownership, and help us scale our...
            Junior Data Scientist	Berlin	        N26		            As a Junior Data Scientist, you will have a major impact on our data landscape and help us leverage the latest technologies to create an effective data-driven...
Data Scientist (w/m/d) Industrial IoT	Berlin	        Siemens AG		            Sie verstärken am Fertigungsstandort in Berlin als Data Scientist Industrial IoT unser Team bei der Umsetzung unserer Digitalisierungsstrategie....
Data Scientist (m/f/diverse)	Berlin	        RatePAY GmbH		            As Data Scientist (m/f/diverse) in our Risk Management team you are responsible for developing automated decision systems for fraud prevention....
Data Scientist	Berlin	        Industrial Analytics Berlin IAB GmbH		            As a Data Scientist you will work with a team of experienced engineers and data scientists taking the challenge to change the world of machine monitoring....
Data Scientist (f/m/x)	Berlin-Kreuzberg	        Fraugster		            Strong communication and data presentation skills. As a Data Scientist at Fraugster you're positioned at a crucial intersection of the company - infusing human...
Data Scientist (f/m) – location Berlin	Berlin-Kreuzberg	        Billie GmbH		            You know how to build intuitive and effective data visualizations (ideally with ggplot2 and Tableau). As a Quant/Data Scientist at Billie you will work on...
DATA SCIENTIST (m/f/d)	Berlin	        YUNAR by Ambidexter GmbH		            A passion to define and implement data infrastructure to retrieve data and operate the models and methods defined by you....
Data Scientist (m/w/d) (Berlin)	Berlin	        caresyntax		            Experiment with provided medical datasets and label data. Solid background and proven track record in Data Science (either in academia or industry), preferably...
Data Scientist (m/w/d)	Berlin	        auticon GmbH		Data Scientist (m/w/d). Data Scientist (m/w/d) im Autismus-Spektrum. Sie sind leidenschaftlicher Data Scientist und haben schon persönliche oder fachliche...
            Research Scientist - Data Science team	Berlin	        Amazon Development Center DEU		            As a Data Scientist in our Applied Modeling and Data Science team, you will be responsible for data-driven improvements and evaluation for our spoken language...
Data Scientist (w/m/d) Industrial IoT		        Siemens AG		            Sie verstärken am Fertigungsstandort in Berlin als Data Scientist Industrial IoT unser Team bei der Umsetzung unserer Digitalisierungsstrategie....
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to...
            Senior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Mindestens zwei Jahre Berufserfahrung in einer anspruchsvollen Data Science Rolle, idealerweise im Kontext von Medizintechnik oder Health Care....
            Junior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Schlussendlich arbeiten Sie zusammen mit dem Senior Data Scientist an interessanten Projekten – mit moderner Technologie und AI machen Sie unsere Medizintechnik...
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to...
Data Scientist	Berlin-Kreuzberg	        Codepan GmbH		            Streem.ai is seeking an experienced and motivated Data Scientist to help build and refine an automated, real-time anomaly detection tool....
            Junior Data Scientist (m/f/d)	Berlin	        TeamViewer Global		            Work on important challenges & problems in the area of data analytics and data processing. Big Data experience is a plus....
Data Scientist (w/m/d)	Berlin	        SMACC GmbH		            You will work with state-of-the art machine learning and statistical models as a full-time data scientist, and deploy NLP/text mining models to production....
Data Scientist	Berlin	        Bosch Gruppe		            Praktische Berufserfahrung im Bereich Data Analytics / Big Data, ausgeprägtes Wissen im Bereich multivariater, statistischer Methoden und erste Erfahrung mit...
            Developer / Data Scientist (m/f/d) for Machine Learning appl...	Berlin	        Munich Innovation Labs GmbH		            Developer / Data Scientist (m/f/d) for Machine Learning applications*. Has an interest in data analysis with state-of-the-art machine learning frameworks...
Data Scientist (m/w/divers)	Berlin	        RatePAY GmbH		            Als Data Scientist (m/w/divers) bist du in unserem Risikomanagement Team für die Entwicklung von automatisierten Entscheidungssystemen zur Betrugsprävention....
Data Scientist	Berlin	        Wooga		            You are proficient in using Python for data analysis, and you can use SQL effectively to query large volumes of data....
Data Scientist (m/f/d)	Berlin	        Bonial International Gmbh		            We're looking for an experienced Data Scientist with a curious analytical mindset and strong product intuition to join our Data Science team....
Data Scientist	Berlin	        Quantum Brains		Data collection and preparation. Responsibilities (include but not limited to the following)....
            Capgemini Invent: Data Scientist (m/w/d)	Berlin	        Capgemini		            Big Data & Analytics:. Excellente Data Storytelling und Visualisierungs-Skills (z.B. Praktische Erfahrung in der Anwendung von Data Science Methoden und AI z.B....
            Senior Data Scientist (f/m/d) full-time		        HeyJobs GmbH		            As a part of our fast growing team, we’re looking for an experienced Senior Data Scientist (f/m/d) who can contribute, take ownership, and help us scale our...
Data Scientist (w/m/d) Industrial IoT		        Siemens AG		            Sie verstärken am Fertigungsstandort in Berlin als Data Scientist Industrial IoT unser Team bei der Umsetzung unserer Digitalisierungsstrategie....
Data Scientist (m/w/d)		        etventure GmbH		            Mindestens 3 Jahre Berufserfahrung im Bereich Data Science, Advanced Data Analytics, Machine Learning oder Business Intelligence....
            Senior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Mindestens zwei Jahre Berufserfahrung in einer anspruchsvollen Data Science Rolle, idealerweise im Kontext von Medizintechnik oder Health Care....
            Junior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Schlussendlich arbeiten Sie zusammen mit dem Senior Data Scientist an interessanten Projekten – mit moderner Technologie und AI machen Sie unsere Medizintechnik...
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to...
Data Scientist	Berlin-Kreuzberg	        Codepan GmbH		            Streem.ai is seeking an experienced and motivated Data Scientist to help build and refine an automated, real-time anomaly detection tool....
            Junior Data Scientist (m/f/d)	Berlin	        TeamViewer Global		            Work on important challenges & problems in the area of data analytics and data processing. Big Data experience is a plus....
Data Scientist (w/m/d)	Berlin	        SMACC GmbH		            You will work with state-of-the art machine learning and statistical models as a full-time data scientist, and deploy NLP/text mining models to production....
Data Scientist	Berlin	        Bosch Gruppe		            Praktische Berufserfahrung im Bereich Data Analytics / Big Data, ausgeprägtes Wissen im Bereich multivariater, statistischer Methoden und erste Erfahrung mit...
            Developer / Data Scientist (m/f/d) for Machine Learning appl...	Berlin	        Munich Innovation Labs GmbH		            Developer / Data Scientist (m/f/d) for Machine Learning applications*. Has an interest in data analysis with state-of-the-art machine learning frameworks...
Data Scientist (m/w/divers)	Berlin	        RatePAY GmbH		            Als Data Scientist (m/w/divers) bist du in unserem Risikomanagement Team für die Entwicklung von automatisierten Entscheidungssystemen zur Betrugsprävention....
Data Scientist	Berlin	        Wooga		            You are proficient in using Python for data analysis, and you can use SQL effectively to query large volumes of data....
Data Scientist (m/f/d)	Berlin	        Bonial International Gmbh		            We're looking for an experienced Data Scientist with a curious analytical mindset and strong product intuition to join our Data Science team....
Data Scientist	Berlin	        Quantum Brains		Data collection and preparation. Responsibilities (include but not limited to the following)....
            Capgemini Invent: Data Scientist (m/w/d)	Berlin	        Capgemini		            Big Data & Analytics:. Excellente Data Storytelling und Visualisierungs-Skills (z.B. Praktische Erfahrung in der Anwendung von Data Science Methoden und AI z.B....
            Senior Data Scientist (f/m/d) full-time		        HeyJobs GmbH		            As a part of our fast growing team, we’re looking for an experienced Senior Data Scientist (f/m/d) who can contribute, take ownership, and help us scale our...
Data Scientist (w/m/d) Industrial IoT		        Siemens AG		            Sie verstärken am Fertigungsstandort in Berlin als Data Scientist Industrial IoT unser Team bei der Umsetzung unserer Digitalisierungsstrategie....
Data Scientist (m/w/d)		        etventure GmbH		            Mindestens 3 Jahre Berufserfahrung im Bereich Data Science, Advanced Data Analytics, Machine Learning oder Business Intelligence....
            Senior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Mindestens zwei Jahre Berufserfahrung in einer anspruchsvollen Data Science Rolle, idealerweise im Kontext von Medizintechnik oder Health Care. Darüber hinaus sind Sie verantwortlich für die fachliche Führung von Junior Data Scientists im...
            Junior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Schlussendlich arbeiten Sie zusammen mit dem Senior Data Scientist an interessanten Projekten – mit moderner Technologie und AI machen Sie unsere Medizintechnik fit für die Zukunft. Zukunft lebenswert gestalten:....
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to collaborate closely with the COBI.Bike product development teams in our Frankfurt office...
Data Scientist	Berlin-Kreuzberg	        Codepan GmbH		            Streem.ai is seeking an experienced and motivated Data Scientist to help build and refine an automated, real-time anomaly detection tool. Ability to design machine learning methods and apply them to data....
            Junior Data Scientist (m/f/d)	Berlin	        TeamViewer Global		            Work on important challenges & problems in the area of data analytics and data processing. Big Data experience is a plus. Realized projects in Data handling & Analysis projects, hands-on track record in Python data mining, as well as...
Data Scientist (w/m/d)	Berlin	        SMACC GmbH		            You will work with state-of-the art machine learning and statistical models as a full-time data scientist, and deploy NLP/text mining models to production. You will be on the cutting edge of data science, and collaborate closely with other...
Data Scientist	Berlin	        Bosch Gruppe		            Praktische Berufserfahrung im Bereich Data Analytics / Big Data, ausgeprägtes Wissen im Bereich multivariater, statistischer Methoden und erste Erfahrung mit Softwareentwicklungs- bzw. Sie sind als Teil unseres I4.0 Data Analytics Teams...
            Developer / Data Scientist (m/f/d) for Machine Learning appl...	Berlin	        Munich Innovation Labs GmbH		            Developer / Data Scientist (m/f/d) for Machine Learning applications*. Has an interest in data analysis with state-of-the-art machine learning frameworks (TensorFlow, PyTorch). At Munich Innovation Labs, a specialised team of dedicated...
Data Scientist (m/w/divers)	Berlin	        RatePAY GmbH		            Als Data Scientist (m/w/divers) bist du in unserem Risikomanagement Team für die Entwicklung von automatisierten Entscheidungssystemen zur Betrugsprävention. RatePAY ist ein Fintech-Unternehmen, das sichere und einfache Bezahlsysteme für...
Data Scientist	Berlin	        Wooga		            You are proficient in using Python for data analysis, and you can use SQL effectively to query large volumes of data. The Data Science team explores new methodologies and delves deep into every aspect of our data to identify opportunities...
Data Scientist (m/f/d)	Berlin	        Bonial International Gmbh		            We're looking for an experienced Data Scientist with a curious analytical mindset and strong product intuition to join our Data Science team. Experience in data visualization. Our Teamlead Data Science & Analytics says:....
Data Scientist	Berlin	        Quantum Brains		Data collection and preparation. Responsibilities (include but not limited to the following)....
            Capgemini Invent: Data Scientist (m/w/d)	Berlin	        Capgemini		            Big Data & Analytics:. Excellente Data Storytelling und Visualisierungs-Skills (z.B. Praktische Erfahrung in der Anwendung von Data Science Methoden und AI z.B. Einsatz von Data Science Methoden & Artificial Intelligence für Innovation,...
            Senior Data Scientist (f/m/d) full-time		        HeyJobs GmbH		            As a part of our fast growing team, we’re looking for an experienced Senior Data Scientist (f/m/d) who can contribute, take ownership, and help us scale our product and business. Proven ability to independently own data science projects end...
Data Scientist (w/m/d) Industrial IoT		        Siemens AG		            Sie verstärken am Fertigungsstandort in Berlin als Data Scientist Industrial IoT unser Team bei der Umsetzung unserer Digitalisierungsstrategie. Sie besitzen starke Erfahrungen in Technologien, Algorithmen und Methoden zur Datenanalytik,...
Data Scientist (m/w/d)		        etventure GmbH		            Mindestens 3 Jahre Berufserfahrung im Bereich Data Science, Advanced Data Analytics, Machine Learning oder Business Intelligence. Planung, Erstellung und Durchführung von Data Science Projekten....
            Senior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Mindestens zwei Jahre Berufserfahrung in einer anspruchsvollen Data Science Rolle, idealerweise im Kontext von Medizintechnik oder Health Care....
            Junior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Schlussendlich arbeiten Sie zusammen mit dem Senior Data Scientist an interessanten Projekten – mit moderner Technologie und AI machen Sie unsere Medizintechnik...
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to...
Data Scientist	Berlin-Kreuzberg	        Codepan GmbH		            Streem.ai is seeking an experienced and motivated Data Scientist to help build and refine an automated, real-time anomaly detection tool....
            Junior Data Scientist (m/f/d)	Berlin	        TeamViewer Global		            Work on important challenges & problems in the area of data analytics and data processing. Big Data experience is a plus....
Data Scientist (w/m/d)	Berlin	        SMACC GmbH		            You will work with state-of-the art machine learning and statistical models as a full-time data scientist, and deploy NLP/text mining models to production....
Data Scientist	Berlin	        Bosch Gruppe		            Praktische Berufserfahrung im Bereich Data Analytics / Big Data, ausgeprägtes Wissen im Bereich multivariater, statistischer Methoden und erste Erfahrung mit...
            Developer / Data Scientist (m/f/d) for Machine Learning appl...	Berlin	        Munich Innovation Labs GmbH		            Developer / Data Scientist (m/f/d) for Machine Learning applications*. Has an interest in data analysis with state-of-the-art machine learning frameworks...
Data Scientist (m/w/divers)	Berlin	        RatePAY GmbH		            Als Data Scientist (m/w/divers) bist du in unserem Risikomanagement Team für die Entwicklung von automatisierten Entscheidungssystemen zur Betrugsprävention....
Data Scientist	Berlin	        Wooga		            You are proficient in using Python for data analysis, and you can use SQL effectively to query large volumes of data....
Data Scientist (m/f/d)	Berlin	        Bonial International Gmbh		            We're looking for an experienced Data Scientist with a curious analytical mindset and strong product intuition to join our Data Science team....
Data Scientist	Berlin	        Quantum Brains		Data collection and preparation. Responsibilities (include but not limited to the following)....
            Capgemini Invent: Data Scientist (m/w/d)	Berlin	        Capgemini		            Big Data & Analytics:. Excellente Data Storytelling und Visualisierungs-Skills (z.B. Praktische Erfahrung in der Anwendung von Data Science Methoden und AI z.B....
            Senior Data Scientist (f/m/d) full-time		        HeyJobs GmbH		            As a part of our fast growing team, we’re looking for an experienced Senior Data Scientist (f/m/d) who can contribute, take ownership, and help us scale our...
Data Scientist (w/m/d) Industrial IoT		        Siemens AG		            Sie verstärken am Fertigungsstandort in Berlin als Data Scientist Industrial IoT unser Team bei der Umsetzung unserer Digitalisierungsstrategie....
Data Scientist (m/w/d)		        etventure GmbH		            Mindestens 3 Jahre Berufserfahrung im Bereich Data Science, Advanced Data Analytics, Machine Learning oder Business Intelligence....
            Senior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Mindestens zwei Jahre Berufserfahrung in einer anspruchsvollen Data Science Rolle, idealerweise im Kontext von Medizintechnik oder Health Care. Darüber hinaus sind Sie verantwortlich für die fachliche...
            Junior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Schlussendlich arbeiten Sie zusammen mit dem Senior Data Scientist an interessanten Projekten – mit moderner Technologie und AI machen Sie unsere Medizintechnik fit für die Zukunft....
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to collaborate closely with the COBI.Bike product...
Data Scientist	Berlin-Kreuzberg	        Codepan GmbH		            Streem.ai is seeking an experienced and motivated Data Scientist to help build and refine an automated, real-time anomaly detection tool. Ability to design machine learning methods and apply them to...
            Junior Data Scientist (m/f/d)	Berlin	        TeamViewer Global		            Work on important challenges & problems in the area of data analytics and data processing. Big Data experience is a plus. Realized projects in Data handling & Analysis projects, hands-on track record...
Data Scientist (w/m/d)	Berlin	        SMACC GmbH		            You will work with state-of-the art machine learning and statistical models as a full-time data scientist, and deploy NLP/text mining models to production....
Data Scientist	Berlin	        Bosch Gruppe		            Praktische Berufserfahrung im Bereich Data Analytics / Big Data, ausgeprägtes Wissen im Bereich multivariater, statistischer Methoden und erste Erfahrung mit Softwareentwicklungs- bzw....
            Developer / Data Scientist (m/f/d) for Machine Learning appl...	Berlin	        Munich Innovation Labs GmbH		            Developer / Data Scientist (m/f/d) for Machine Learning applications*. Has an interest in data analysis with state-of-the-art machine learning frameworks (TensorFlow, PyTorch)....
Data Scientist (m/w/divers)	Berlin	        RatePAY GmbH		            Als Data Scientist (m/w/divers) bist du in unserem Risikomanagement Team für die Entwicklung von automatisierten Entscheidungssystemen zur Betrugsprävention....
Data Scientist	Berlin	        Wooga		            You are proficient in using Python for data analysis, and you can use SQL effectively to query large volumes of data. The Data Science team explores new methodologies and delves deep into every aspect...
Data Scientist (m/f/d)	Berlin	        Bonial International Gmbh		            We're looking for an experienced Data Scientist with a curious analytical mindset and strong product intuition to join our Data Science team. Experience in data visualization....
Data Scientist	Berlin	        Quantum Brains		Data collection and preparation. Responsibilities (include but not limited to the following)....
            Capgemini Invent: Data Scientist (m/w/d)	Berlin	        Capgemini		            Big Data & Analytics:. Excellente Data Storytelling und Visualisierungs-Skills (z.B. Praktische Erfahrung in der Anwendung von Data Science Methoden und AI z.B....
            Senior Data Scientist (f/m/d) full-time		        HeyJobs GmbH		            As a part of our fast growing team, we’re looking for an experienced Senior Data Scientist (f/m/d) who can contribute, take ownership, and help us scale our product and business....
Data Scientist (w/m/d) Industrial IoT		        Siemens AG		            Sie verstärken am Fertigungsstandort in Berlin als Data Scientist Industrial IoT unser Team bei der Umsetzung unserer Digitalisierungsstrategie....
Data Scientist (m/w/d)		        etventure GmbH		            Mindestens 3 Jahre Berufserfahrung im Bereich Data Science, Advanced Data Analytics, Machine Learning oder Business Intelligence. Planung, Erstellung und Durchführung von Data Science Projekten....
            Senior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Mindestens zwei Jahre Berufserfahrung in einer anspruchsvollen Data Science Rolle, idealerweise im Kontext von Medizintechnik oder Health Care. Darüber hinaus sind Sie verantwortlich für die fachliche Führung von Junior Data Scientists im...
            Junior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Schlussendlich arbeiten Sie zusammen mit dem Senior Data Scientist an interessanten Projekten – mit moderner Technologie und AI machen Sie unsere Medizintechnik fit für die Zukunft. Zukunft lebenswert gestalten:....
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to collaborate closely with the COBI.Bike product development teams in our Frankfurt office...
Data Scientist	Berlin-Kreuzberg	        Codepan GmbH		            Streem.ai is seeking an experienced and motivated Data Scientist to help build and refine an automated, real-time anomaly detection tool. Ability to design machine learning methods and apply them to data....
            Junior Data Scientist (m/f/d)	Berlin	        TeamViewer Global		            Work on important challenges & problems in the area of data analytics and data processing. Big Data experience is a plus. Realized projects in Data handling & Analysis projects, hands-on track record in Python data mining, as well as...
Data Scientist (w/m/d)	Berlin	        SMACC GmbH		            You will work with state-of-the art machine learning and statistical models as a full-time data scientist, and deploy NLP/text mining models to production. You will be on the cutting edge of data science, and collaborate closely with other...
Data Scientist	Berlin	        Bosch Gruppe		            Praktische Berufserfahrung im Bereich Data Analytics / Big Data, ausgeprägtes Wissen im Bereich multivariater, statistischer Methoden und erste Erfahrung mit Softwareentwicklungs- bzw. Sie sind als Teil unseres I4.0 Data Analytics Teams...
            Developer / Data Scientist (m/f/d) for Machine Learning appl...	Berlin	        Munich Innovation Labs GmbH		            Developer / Data Scientist (m/f/d) for Machine Learning applications*. Has an interest in data analysis with state-of-the-art machine learning frameworks (TensorFlow, PyTorch). At Munich Innovation Labs, a specialised team of dedicated...
Data Scientist (m/w/divers)	Berlin	        RatePAY GmbH		            Als Data Scientist (m/w/divers) bist du in unserem Risikomanagement Team für die Entwicklung von automatisierten Entscheidungssystemen zur Betrugsprävention. RatePAY ist ein Fintech-Unternehmen, das sichere und einfache Bezahlsysteme für...
Data Scientist	Berlin	        Wooga		            You are proficient in using Python for data analysis, and you can use SQL effectively to query large volumes of data. The Data Science team explores new methodologies and delves deep into every aspect of our data to identify opportunities...
Data Scientist (m/f/d)	Berlin	        Bonial International Gmbh		            We're looking for an experienced Data Scientist with a curious analytical mindset and strong product intuition to join our Data Science team. Experience in data visualization. Our Teamlead Data Science & Analytics says:....
Data Scientist	Berlin	        Quantum Brains		Data collection and preparation. Responsibilities (include but not limited to the following)....
            Capgemini Invent: Data Scientist (m/w/d)	Berlin	        Capgemini		            Big Data & Analytics:. Excellente Data Storytelling und Visualisierungs-Skills (z.B. Praktische Erfahrung in der Anwendung von Data Science Methoden und AI z.B. Einsatz von Data Science Methoden & Artificial Intelligence für Innovation,...
            Senior Data Scientist (f/m/d) full-time		        HeyJobs GmbH		            As a part of our fast growing team, we’re looking for an experienced Senior Data Scientist (f/m/d) who can contribute, take ownership, and help us scale our product and business. Proven ability to independently own data science projects end...
Data Scientist (w/m/d) Industrial IoT		        Siemens AG		            Sie verstärken am Fertigungsstandort in Berlin als Data Scientist Industrial IoT unser Team bei der Umsetzung unserer Digitalisierungsstrategie. Sie besitzen starke Erfahrungen in Technologien, Algorithmen und Methoden zur Datenanalytik,...
Data Scientist (m/w/d)		        etventure GmbH		            Mindestens 3 Jahre Berufserfahrung im Bereich Data Science, Advanced Data Analytics, Machine Learning oder Business Intelligence. Planung, Erstellung und Durchführung von Data Science Projekten....
            Senior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Mindestens zwei Jahre Berufserfahrung in einer anspruchsvollen Data Science Rolle, idealerweise im Kontext von...
            Junior Data Scientist (m/w/d) Medical Devices		        Fresenius Medical Care		            Schlussendlich arbeiten Sie zusammen mit dem Senior Data Scientist an interessanten Projekten – mit moderner Technologie...
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists....
Data Scientist	Berlin-Kreuzberg	        Codepan GmbH		            Streem.ai is seeking an experienced and motivated Data Scientist to help build and refine an automated, real-time...
            Junior Data Scientist (m/f/d)	Berlin	        TeamViewer Global		            Work on important challenges & problems in the area of data analytics and data processing....
Data Scientist (w/m/d)	Berlin	        SMACC GmbH		            You will work with state-of-the art machine learning and statistical models as a full-time data scientist, and deploy...
Data Scientist	Berlin	        Bosch Gruppe		            Praktische Berufserfahrung im Bereich Data Analytics / Big Data, ausgeprägtes Wissen im Bereich multivariater,...
